Legacy Site Name,Description,Website Name,Corporate Name,Email Communication Sent,Analytics Tag,JIRA Ticket,Notes,
prairieadvocate,Prairie Advocate,https://www.prairieadvocate.com/,Shaw Media,,,,,
preecevilleprogress,Preeceville Progress,preecevilleprogress.com,Glacier Media Inc.,,,,,
press-citizen,the Iowa City Press-Citizen,press-citizen.com,"Gannett Co., Inc.",,,,,
pressargus,Press Argus-Courier,www.pressargus.com/,"Gatehouse Media, Inc.",,,,,
pressbanner,Scotts Valley Press Banner,https://pressbanner.com/,New SV Media,,,,,
pressconnects,Press & Sun-Bulletin,pressconnects.com,"Gannett Co., Inc.",,,,,
pressdemocrat,Press Democrat,PressDemocrat.com,"Sonoma Media Investments, LLC",x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=https://www.googletagmanager.com/gtag/js?id=UA-55292935-1></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());
 
  gtag('config', 'UA-55292935-1');
</script>
",CS-34847,,
pressofatlanticcity,The Press of Atlantic City,pressofatlanticcity.com,"Lee Enterprises, Inc.",,,,,
princegeorgecitizen,The Prince George Citizen,princegeorgecitizen.com,Glacier Media Inc.,,,,,
progress-index,The Progress-Index,Progress-Index.com,"Gatehouse Media, Inc.",,,,,
providence,The Providence Journal,projo.com,"Gatehouse Media, Inc.",,,,,
prpeak,Powell River Peak,prpeak.com,Glacier Media Inc.,,,,,
psdispatch,The Pittston Dispatch,psdispatch.com,"Champion Media, LLC",,,,,
publicopiniononline,Public Opinion,PublicOpinionOnline.com,"Gannett Co., Inc.",,,,,
punxsutawneyspirit,The Punxsutawney Spirit,punxsutawneyspirit.com,Heritage Publications,,,,,
putnamcountyrecord,Putnam County Record,https://www.putnamcountyrecord.com/,Shaw Media,,,,,
pvnews,Palos Verdes Peninsula News,pvnews.nminews.com,DFM-Digital First Media Inc.,,,,,
pvtimes,Pahrump Valley Times,pvtimes.com,"Las Vegas Review-Journal, Inc. ",,,,,
qconline,The Rock Island Dispatch Argus,qconline.com,"Lee Enterprises, Inc.",,,,,
qcsunonline,Quay County Sun,qcsunonline.com,Clovis Media Inc.,,,,,
qctimes,Quad-City Times,https://qctimes.com/,"Lee Enterprises, Inc.",,,,,
racinecountyeye,Racine County Eye,https://racinecountyeye.com/,Racine County Eye,,,,,
ramonasentinel,Ramona Sentinel,ramonasentinel.com,NantMedia Holdings,,,,,
ranch,The Rancher,YourHoustonNews.com,Hearst Newspapers,,,,,
ranchosantafereview,Rancho Santa Fe Review,ranchosantafereview.com,NantMedia Holdings,,,,,
rapidcity,Rapid City Journal,RapidCityJournal.com,"Lee Enterprises, Inc.",,,,,
ravallirepublic,Ravalli Republic,https://ravallirepublic.com/,"Lee Enterprises, Inc.",,,,,
rawlinstimes,Rawlins Times,https://www.rawlinstimes.com/,"APG - Adams Publishing Company, LLC",,,,,
ReaderConnection,Reader Connection,louisianapressjournal.com,"Lakeway Publishers, Inc.",,,,,
readingeagle,Reading Eagle,ReadingEagle.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-27""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-27', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'readingeagle.com',
	'Publisher Product': 'readingeagle.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-27'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
record-bee,Lake County Record-Bee,Record-Bee.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-17""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-17', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'record-bee.com',
	'Publisher Product': 'record-bee.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-17'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
record-journal,The Record-Journal,MyRecordJournal.com,Record-Journal Publishing,,,,,
recorder,The Recorder,recorder.com,Newspapers of New England,,,,,
recorderonline,The Porterville Recorder,recorderonline.com,Rhode Island Suburban Newspapers Inc.,,,,,
recordherald,Record Herald,recordherald.com,AIM Media Management of Dallas,,,,,
recordnet,The Record,RecordNet.com,"Gatehouse Media, Inc.",,,,,
recordonline,Times Herald-Record,RecordOnline.com,"Gatehouse Media, Inc.",,,,,
recordpatriot,Benzie County Record Patriot,recordpatriot.com,Hearst Newspapers,,,,,
recordstar,Nueces County Record Star,recordstar.com,"Gatehouse Media, Inc.",,,,,
redbluffdailynews,Daily News,RedBluffDailyNews.com,DFM-Digital First Media Inc.,,,,,
redding,Redding Record Searchlight,Redding.com,"Gannett Co., Inc.",,,,,
redlandsdailyfacts,Redlands Daily Facts,redlanddailyfacts.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-15""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-15', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'redlandsdailyfacts.com',
	'Publisher Product': 'redlandsdailyfacts.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-15'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
redoakexpress,The Red Oak Express,redoakexpress.com,"Landmark Communications, Inc.",,,,,
redspringscitizen,Red Springs Citizen,redspringscitizen.com,"Champion Media, LLC",,,,,
redwoodfallsgazette,Redwood Falls Gazette,redwoodfallsgazette.com,"Gatehouse Media, Inc.",,,,,
reflector,The Daily Reflector,Reflector.com,"APG - Adams Publishing Company, LLC",,,,,
register-mail,The Register-Mail,galesburg.com,"Gatehouse Media, Inc.",,,,,
register-pajaronian,Register-Pajaronian,https://register-pajaronian.com/,New SV Media,,,,,
registercitizen,Register Citizen,registercitizen.com,Hearst Newspapers,,,,,
registerguard,Eugene Register-Guard,registerguard.com,"Gatehouse Media, Inc.",,,,,
registerherald,The Eaton Register-Herald,registerherald.com,AIM Media Management of Dallas,,,,,
reporterherald,Loveland Reporter-Herald,reporterherald.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-9""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-9', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'reporterherald.com',
	'Publisher Product': 'reporterherald.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-9'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
reporternews,Abilene Reporter-News,reporternews.com,"Gannett Co., Inc.",,,,,
restonrecorder,Reston Recorder,https://www.restonrecorder.ca/,Glacier Media Inc.,,,,,
retfordtoday-uk,Retford Trader & Guardian,retfordtoday.co.uk,Johnston Press plc,,,,,
reviewrepublican-info,Review Republican,reviewrepublican.info,"CMG - Community Media Group, Inc.",,,,,
rexburgstandardjournal,Rexburg Standard Journal,RexburgStandardJournal.com,"APG - Adams Publishing Company, LLC",,,,,
rgj,the Reno Journal-Gazette and Mason Valley News,RGJ.com,"Gannett Co., Inc.",,,,,
ricentral,Southern Rhode Island Newspapers,ricentral.com,Heritage Publications,,,,,
richmondnews,Richmond News,richmond-news.com,Glacier Media Inc.,,,,,
ridgwayrecord,Ridgway Record,ridgwayrecord.com,Heritage Publications,,,,,
ripleyandheanornews-uk,Ripley & Heanor News,ripleyandheanornews.co.uk,Johnston Press plc,,,,,
ripongazette-uk,Ripon Gazette,ripongazette.co.uk,Johnston Press plc,,,,,
riverjournalonline,River Journal,riverjournalonline.com,River Towns Media LLC,,,,,
riverlandnews,Riverland News,riverlandnews.com,"Landmark Communications, Inc.",,,,,
rmoutlook,Rocky Mountain Outlook,rmoutlook.com,Glacier Media Inc.,,,,,
roanecounty,Roane County News,roanecounty.com,"Landmark Communications, Inc.",,,,,
roanoke,Roanoke Times,roanoke.com,"Lee Enterprises, Inc.",,,,,
robesonian,The Robesonian,robesonian.com,"Champion Media, LLC",,,,,
rochsent,The Rochester Sentinel,https://www.rochsent.com/,Paxton Media Group LLC,,,,,
rocketminer,Rocket Miner,https://www.rocketminer.com/,"APG - Adams Publishing Company, LLC",,,,,
rockymounttelegram,Rocky Mount Telegram,RockyMountTelegram.com,"APG - Adams Publishing Company, LLC",,,,,
rockyviewweekly,Rocky View Weekly,rockyviewweekly.com,Glacier Media Inc.,,,,,
rosevillept,"""Press-Tribune, The""",ThePressTribune.com,"Brehm Communications, Inc.",,,,,
rotoruadailypost-nz,RotoruaDailyPost.co.nz,rotoruadailypost.co.nz,APN News & Media New Zealand,,,,,
rrstar,Rockford Register Star,rrstar.com,"Gatehouse Media, Inc.",,,,,
rugbyadvertiser-uk,Rugby Advertiser,rugbyadvertiser.co.uk,Johnston Press plc,,,,,
ruidosonews,Ruidoso News,RuidosoNews.com,"Gannett Co., Inc.",,,,,
rutland-times-uk,Rutland Times,rutland-times.co.uk,Iliffe Digital Media,,,,,
rutlandherald,Rutland Herald,rutlandherald.com,"Sample News Group, LLC",,,,,
ryeandbattleobserver-uk,Rye and Battle Observer,ryeandbattleobserver.co.uk,Johnston Press plc,,,,,
sacbee,The Sacramento Bee,Sacbee.com,The McClatchy Company,,,,,
sachem,The Sachem,https://www.sachem.ca/,Torstar Corporation,x,"This tag for Dev/QA/Staging etc sites:

<script src=""//assets.adobedtm.com/cf7f3d5747a0/f46648a2c5e6/launch-c4f646220e41-development.min.js"" async></script>

And this tag for Production:

<script src=""//resources.thestar.com/cf7f3d5747a0/f46648a2c5e6/launch-e805e17faa6d.min.js"" async></script>

Placed as high in the head as possible.
",CS-34847,The paper would like to see the tag on a test site (just one Torstar site) before we implement the tag to all of their sites.,
saginaw,Saginaw News on MLive.com,Mlive.com,"Advance Publications, Inc.",,,,,
salamancapress,The Salamanca Press,salamancapress.com,"CMG - Community Media Group, Inc.",,,,,
salinasvalleytribune,Salinas Valley Tribune,https://salinasvalleytribune.com/,New SV Media,,,,,
salisburypost,Salisbury Post,SalisburyPost.com,"Boone Newspapers, Inc.",,,,,
saltlaketribune,The Salt Lake Tribune,sltrib.com,"Salt Lake Tribune, Inc.",x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-26935592-1""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-26935592-1');
</script>

<!-- Global site tag (gtag.js) - Google Analytics GA4 -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=G-DC2TJEE08T""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'G-DC2TJEE08T');
</script>",CS-34847,,
sanantonio,San Antonio Express-News,mySanAntonio.com,Hearst Newspapers,,,,,
sanbenito,Hollister Free Lance,https://sanbenito.com,New SV Media,,,,,
sandiegouniontribune,San Diego Union-Tribune,sandiegouniontribune.com,NantMedia Holdings,,,,,
sanluisobispo,San Luis Obispo County Tribune,SanLuisObispo.com,The McClatchy Company,,,,,
santacruzsentinel,Santa Cruz Sentinel,santacruzsentinel.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-17""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-17', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'santacruzsentinel.com',
	'Publisher Product': 'santacruzsentinel.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-17'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
santafenewmexican,Santa Fe New Mexican,sfnewmexican.com,Santa Fe New Mexican,,,,,
santamariasun,Santa Maria Sun,www.santamariasun.com/,New Times Media Group,,,,,
santamariatimes,Santa Maria Times,SantaMariaTimes.com,Heritage Publications,,,,,
saratogian,The Saratogian,saratogian.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-23""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-23', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'saratogian.com',
	'Publisher Product': 'saratogian.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-23'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
saukvalley,Sauk Valley News,www.saukvalley.com,Shaw Media,,,,,
savannah,Savannah Morning News,savannahnow.com,"Gatehouse Media, Inc.",,,,,
sbsun,San Bernardino County Sun,SBSun.com,DFM-Digital First Media Inc.,x,"<!-- Global site tag (gtag.js) - Google Analytics -->
<script async src=""https://www.googletagmanager.com/gtag/js?id=UA-61435456-15""></script>
<script>
  window.dataLayer = window.dataLayer || [];
  function gtag(){dataLayer.push(arguments);}
  gtag('js', new Date());

  gtag('config', 'UA-61435456-15', {send_page_view: false,
   'custom_map': {
	'dimension2': 'Publisher Domain',
	'dimension3': 'Publisher Product',
	'dimension12': 'Digital Publisher',
	'dimension14': 'Section',
	'dimension15': 'Taxonomy1',
	'dimension24': 'Page Type'
     
   }
});

gtag('event', 'page_view', {
	'Publisher Domain': 'sbsun.com',
	'Publisher Product': 'sbsun.com',
	'Digital Publisher': 'legacy.com',
	'Section': 'Obituaries',
	'Taxonomy1': 'Obituaries',
	'Page Type': 'Obits',
    send_to: 'UA-61435456-15'});
</script>",CS-34847,The paper would like to see a tag on a test site (just one DFM site) before we implement the tags to all of their sites.,
schuylkill,Republican & Herald,RepublicanHerald.com,Times Shamrock,,,,,
scnews,Stanwood Camano News,scnews.com,"APG - Adams Publishing Company, LLC",,,,,
scnow,SCNow,https://scnow.com/,"Lee Enterprises, Inc.",,,,,
scotsman-uk,The Scotsman,scotsman.com,Johnston Press plc,,,,,
scottsvalley,Scotts Valley Press Banner,https://scottsvalley.com/,"Nuz, Inc.",,,,,
scsuntimes,Smyrna/Clayton Sun Times,scsuntimes.com,"Gatehouse Media, Inc.",,,,,
sctimes,St. Cloud Times,sctimes.com,"Gannett Co., Inc.",,,,,
sdgnewsgroup,Shelby Daily Globe,www.sdgnewsgroup.com,Heritage Publications,,,,,
